,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
617,1575500.0,"Codorus Creek near York, PA",39.9462,-76.7552,2050306.0,EST,177,cfs,2022-08-14 18:00:00,2.59,ft,2022-08-14 18:00:00,12.0,7.27,0.05,1.97,1575500.0,York,near,Codorus Creek,yrcp1,River Stage/Flow Location,1575500.0,39.946111,76.755556,ctp,marfc,pa,133.0,Mid Atlantic Region,EST,No,356.39,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=yrcp1,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,356.39,,356.39,,,1575598.0,-0.49,Codorus Creek
618,1575598.0,"Codorus Creek near Saginaw, PA",40.0522,-76.6544,2050306.0,EST,202,cfs,2022-08-14 18:45:00,2.04,ft,2022-08-14 18:45:00,-5.0,-2.42,-0.01,-0.49,1575598.0,Saginaw,near,Codorus Creek,ccsp1,River Stage/Flow Location,1575598.0,40.052222,76.65444,ctp,marfc,pa,133.0,Mid Atlantic Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=ccsp1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD 1988,,253,,,,12413000.0,0.02,Coeur d'Alene River
6343,12413000.0,NF COEUR D ALENE RIVER AT ENAVILLE ID,47.5722,-116.253,17010301.0,PST,399,cfs,2022-08-14 15:45:00,57.41,ft,2022-08-14 15:45:00,3.0,0.76,0.01,0.02,12413000.0,Enaville,at,Coeur d'Alene River,envi1,River Stage/Flow Location,12413000.0,47.5722,116.253056,otx,nwrfc,id,79.0,Pacific Northwest Region,PST,No,2100 ft,71.0,72.0,75.0,77.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=envi1,hgirg,Yes,W,56 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,2100.0,,2100 ft,,,2484600.0,-1.72,Coffee Bogue
1795,2484600.0,"COFFEE BOGUE AT LUDLOW, MS",32.5739,-89.7297,3180002.0,CST,604,cfs,2022-06-10 22:30:00,0.57,ft,2022-08-14 17:15:00,,,-0.01,-1.72,2484600.0,Coffe Bogue,at,Coffee Bogue,cbom6,River Stage/Flow Location,2484600.0,32.573889,89.729722,jan,lmrfc,ms,123.0,Lower Mississippi Region,CST,No,310.76,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=cbom6,hgirg,Yes,W,-9999 Feet,No routine,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD-1929,310.76,,310.76,,,2146348.0,-0.42,Coffee Creek
1087,2146348.0,"COFFEY CREEK NR CHARLOTTE, NC",35.1458,-80.9269,3050103.0,EST,2.35,cfs,2022-08-14 18:55:00,2.36,ft,2022-08-14 18:55:00,-0.11,-4.47,-0.01,-0.42,2146348.0,Highway 49,at,Coffee Creek,cofn7,River Stage/Flow Location,2146348.0,35.145833,80.926944,gsp,serfc,nc,119.0,South Atlantic-Gulf Region,EST,No,,12.0,13.0,15.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=cofn7,hgirr,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,565.72,,,,,1412800.0,0.36,Cohansey River
317,1412800.0,Cohansey River at Seeley NJ,39.4725,-75.2556,2040206.0,EST,10.6,cfs,2022-08-14 18:15:00,2.78,ft,2022-08-14 18:15:00,0.2,1.92,0.01,0.36,1412800.0,Seeley,at,Cohansey River,seen4,River Stage/Flow Location,1412800.0,39.4725,75.255556,phi,marfc,nj,11.0,Mid Atlantic Region,EST,No,26.9,5.0,6.0,8.0,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=seen4,hgirg,Yes,W,,Data Point,Yes,No,Yes,US Geological Survey,No,No,,,,,26.9,,26.9,,,1527500.0,0.45,Cohocton River
505,1527500.0,COHOCTON RIVER AT AVOCA NY,42.4111,-77.4264,2050105.0,EST,17,cfs,2022-08-14 17:30:00,2.21,ft,2022-08-14 17:30:00,0.9,5.59,0.01,0.45,1527500.0,Avoca,at,Cohocton River,avcn6,River Stage/Flow Location,1527500.0,42.397778,77.417778,bgm,marfc,ny,101.0,Mid Atlantic Region,EST,No,1180,7.0,9.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=avcn6,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1182.31,1182.31,1180,,,7275900.0,-1.2,Coldwater River
4786,7275900.0,"COLDWATER RIVER NR OLIVE BRANCH, MS",34.9075,-89.7533,8030204.0,CST,57.6,cfs,2022-08-14 17:00:00,0.82,ft,2022-08-14 17:00:00,-0.7,-1.2,-0.01,-1.2,7275900.0,Marks,at,Coldwater River,mksm6,River Stage/Flow Location,7275900.0,34.261111,90.266944,meg,lmrfc,ms,,Lower Mississippi Region,CST,No,,35.0,39.0,41.0,43.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=mksm6,hgirg,Yes,W,,Year-round,No,No,Yes,US Army Corps of Engineers,No,Yes,Yes,Yes,Yes,NGVD29,120.71,,,,120.71 ft,7275900.0,-1.2,Coldwater River
4787,7275900.0,"COLDWATER RIVER NR OLIVE BRANCH, MS",34.9075,-89.7533,8030204.0,CST,57.6,cfs,2022-08-14 17:00:00,0.82,ft,2022-08-14 17:00:00,-0.7,-1.2,-0.01,-1.2,7275900.0,Olive Branch,at,Coldwater River,olvm6,River Stage/Flow Location,7275900.0,34.9075,89.753333,meg,lmrfc,ms,33.0,Lower Mississippi Region,CST,No,,10.0,11.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=olvm6,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,,280.0,,,,,3421000.0,-0.39,Collins River
2595,3421000.0,"COLLINS RIVER NEAR MCMINNVILLE, TN",35.7083,-85.7318,5130107.0,CST,462,cfs,2022-08-14 17:00:00,2.57,ft,2022-08-14 17:00:00,-5.0,-1.07,-0.01,-0.39,3421000.0,McMinnville,near,Collins River,mcgt1,River Stage/Flow Location,3421000.0,35.708333,85.731944,ohx,ohrfc,tn,,Ohio Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=mcgt1,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,825.78,,,,,,9010500.0,0.47,Colorado River
5596,9010500.0,"COLORADO RIVER BELOW BAKER GULCH NR GRAND LAKE, CO",40.3258,-105.857,14010001.0,MST,23.9,cfs,2022-08-14 16:55:00,4.31,ft,2022-08-14 16:55:00,1.3,5.75,0.02,0.47,9010500.0,Grand Lake,above,Colorado River,bakc2,Stage/Flow and Precipitation Location,9010500.0,40.3258,105.8561,bou,cbrfc,co,49.0,Upper Colorado Region,MST,No,,7.6,8.0,8.5,9.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=bakc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,,8750.0,,8750,,,9058000.0,-0.17,Colorado River
5612,9058000.0,"COLORADO RIVER NEAR KREMMLING, CO",40.0367,-106.44,14010001.0,MST,1210,cfs,2022-08-14 16:15:00,5.85,ft,2022-08-14 16:15:00,,,-0.01,-0.17,9058000.0,Kremmling,near,Colorado River,krmc2,River Stage/Flow Location,9058000.0,40.0367,106.44,bou,cbrfc,co,49.0,Upper Colorado Region,MST,No,7320 ft,13.5,15.0,17.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=krmc2,hgir2,Yes,W,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,Yes,No,,,,NGVD29,7320.0,,7320 ft,,,9070500.0,0.68,Colorado River
5617,9070500.0,"COLORADO RIVER NEAR DOTSERO, CO",39.6446,-107.078,14010001.0,MST,1560,cfs,2022-08-14 16:00:00,2.94,ft,2022-08-14 16:00:00,20.0,1.3,0.02,0.68,9070500.0,Dotsero,near,Colorado River,eglc2,River Stage/Flow Location,9070500.0,39.644611,107.078014,gjt,cbrfc,co,37.0,Upper Colorado Region,MST,No,6130 ft,11.5,12.0,13.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=eglc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,6130.0,,6130 ft,,6130 ft,9085100.0,-0.22,Colorado River
5622,9085100.0,"COLORADO RIVER BELOW GLENWOOD SPRINGS, CO",39.555,-107.338,14010005.0,MST,2410,cfs,2022-08-14 16:15:00,4.52,ft,2022-08-14 16:15:00,-20.0,-0.82,-0.01,-0.22,9085100.0,Glenwood Springs,below,Colorado River,gcoc2,River Stage/Flow Location,9085100.0,39.554982,107.337554,gjt,cbrfc,co,45.0,Upper Colorado Region,MST,No,5700.75 ft,15.7,16.5,18.2,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=gcoc2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,5700.75,,5700.75 ft,,5700.75 ft,9095500.0,0.23,Colorado River
5623,9095500.0,"COLORADO RIVER NEAR CAMEO, CO.",39.2391,-108.266,14010005.0,MST,2300,cfs,2022-08-14 16:45:00,4.31,ft,2022-08-14 16:45:00,10.0,0.44,0.01,0.23,9095500.0,Cameo,at,Colorado River,camc2,River Stage/Flow Location,9095500.0,39.239146,108.266195,gjt,cbrfc,co,77.0,Upper Colorado Region,MST,No,4813.73,12.0,12.5,13.5,14.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=camc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,4813.73,,4813.73,,4813.73 ft,9163500.0,0.32,Colorado River
5642,9163500.0,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,39.1328,-109.027,14010005.0,MST,2590,cfs,2022-08-14 16:45:00,3.16,ft,2022-08-14 16:45:00,20.0,0.78,0.01,0.32,9163500.0,State Line,near,Colorado River,ccuc2,River Stage/Flow Location,9163500.0,39.13276,109.027055,gjt,cbrfc,co,77.0,Upper Colorado Region,MST,No,4325,12.5,15.0,16.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=ccuc2,hgirg,Yes,W,,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NGVD29,4325.0,,4325,,,9180500.0,2.02,Colorado River
5649,9180500.0,"COLORADO RIVER NEAR CISCO, UT",38.8105,-109.293,14030005.0,MST,2490,cfs,2022-08-14 16:00:00,2.02,ft,2022-08-14 16:00:00,70.0,2.89,0.04,2.02,9180500.0,Cisco,near,Colorado River,clru1,River Stage/Flow Location,9180500.0,38.810541,109.293449,gjt,cbrfc,ut,19.0,Upper Colorado Region,MST,No,,13.3,19.0,21.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=clru1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,4092.35,4092.35 ft,,,4090 ft,9380000.0,0.12,Colorado River
5703,9380000.0,"COLORADO RIVER AT LEES FERRY, AZ",36.8643,-111.588,14070007.0,MST,9810,cfs,2022-08-14 15:00:00,8.56,ft,2022-08-14 15:00:00,40.0,0.41,0.01,0.12,9380000.0,Lees Ferry,at,Colorado River,clfa3,River Stage/Flow Location,9380000.0,36.864722,111.5875,fgz,cbrfc,az,5.0,Lower Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=clfa3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,3083.0,,,,,9402500.0,-0.25,Colorado River
5718,9402500.0,"COLORADO RIVER NEAR GRAND CANYON, AZ",36.1014,-112.086,15010001.0,MST,10600,cfs,2022-08-14 15:15:00,8.02,ft,2022-08-14 15:15:00,,,-0.02,-0.25,9402500.0,Grand Canyon Village,near,Colorado River,cgca3,River Stage/Flow Location,9402500.0,36.101389,112.085556,fgz,cbrfc,az,5.0,Lower Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=cgca3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,2418.7,,,,,9404200.0,-0.36,Colorado River
5722,9404200.0,COLORADO RVR ABV DIAMOND CREEK NR PEACH SPRINGS AZ,35.7736,-113.364,15010002.0,MST,16900,cfs,2022-08-14 15:30:00,51.99,ft,2022-08-14 15:30:00,-500.0,-2.87,-0.19,-0.36,9404200.0,Peach Springs,near,Colorado River,cdca3,River Stage/Flow Location,9404200.0,35.773611,113.362778,vef,cbrfc,az,15.0,Lower Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=cdca3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,,1340.0,,,,,9421500.0,0.93,Colorado River
5740,9421500.0,"COLORADO RV BLW HOOVER DAM, AZ-NV",36.0153,-114.739,15010005.0,PST,0,,0000-00-00 00:00:00,46.64,ft,2022-08-14 15:55:00,,,0.43,0.93,9421500.0,Hoover Dam,below,Colorado River,bhda3,River Stage/Flow Location,9421500.0,36.01528,114.7378,vef,cbrfc,az,15.0,Lower Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=bhda3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,675.49,,,,,9422500.0,-0.05,Colorado River
5741,9422500.0,"LAKE MOHAVE AT DAVIS DAM, AZ-NV",35.1972,-114.569,15030101.0,MST,0,,0000-00-00 00:00:00,43.82,ft,2022-08-14 15:45:00,,,-0.02,-0.05,9422500.0,Lake Mohave/Davis Dam,at,Colorado River,moha3,River Stage/Flow Location,9422500.0,35.197222,114.568611,vef,cbrfc,az,15.0,Lower Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=moha3,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,,,,,,9427500.0,-0.04,Colorado River
5748,9427500.0,"LAKE HAVASU NEAR PARKER DAM, AZ-CA",34.3161,-114.157,15030101.0,MST,0,,0000-00-00 00:00:00,49.34,ft,2022-08-14 15:30:00,,,-0.02,-0.04,9427500.0,Lake Havasu,at,Colorado River,lkhc1,River Stage/Flow Location,9427500.0,34.316111,114.156389,vef,cbrfc,ca,71.0,Lower Colorado Region,MST7,No,400.54,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=lkhc1,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,,,400.54,,,8119500.0,0.31,Colorado River (TX)
5291,8119500.0,"Colorado Rv at Hwy 350 nr Ira, TX",32.5392,-101.055,12080002.0,CST,0,,0000-00-00 00:00:00,3.27,ft,2022-08-14 17:00:00,,,0.01,0.31,8119500.0,Ira 4SW...below J. B. Thomas,near,Colorado River (TX),irat2,Stage/Flow and Precipitation Location,8119500.0,32.539167,101.055278,maf,wgrfc,tx,415.0,Texas-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=irat2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,2136.81,2136.81 ft,,,,8121000.0,0.31,Colorado River (TX)
5293,8121000.0,"Colorado Rv at Colorado City, TX",32.3926,-100.879,12080002.0,CST,0,cfs,2022-08-14 17:15:00,3.27,ft,2022-08-14 17:15:00,,,0.01,0.31,8121000.0,Colorado City,other,Colorado River (TX),cdct2,River Stage/Flow Location,8121000.0,32.3925,100.878333,maf,wgrfc,tx,335.0,Texas-Gulf Region,CST,No,2030.16 ft,12.0,15.0,20.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=cdct2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,2030.16,,2030.16 ft,,,8126380.0,0.24,Colorado River (TX)
5303,8126380.0,"Colorado Rv nr Ballinger, TX",31.7154,-100.026,12090101.0,CST,0.25,cfs,2022-08-14 17:00:00,4.17,ft,2022-08-14 17:00:00,0.02,8.7,0.01,0.24,8126380.0,Ballinger,near,Colorado River (TX),blit2,River Stage/Flow Location,8126380.0,31.715278,100.026111,sjt,wgrfc,tx,,Texas-Gulf Region,CST,No,1606.51 ft,15.0,18.0,21.0,24.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=blit2,hgirg,Yes,W,,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,USGS,1606.51,,1606.51 ft,,,8136700.0,-0.54,Colorado River (TX)
5316,8136700.0,"Colorado Rv nr Stacy, TX",31.4938,-99.574,12090106.0,CST,2.28,cfs,2022-08-14 17:15:00,3.68,ft,2022-08-14 17:15:00,-0.27,-10.59,-0.02,-0.54,8136700.0,Stacy,at,Colorado River (TX),styt2,River Stage/Flow Location,8136700.0,31.493611,99.573611,sjt,wgrfc,tx,,Texas-Gulf Region,CST,No,1394.66 ft,18.0,40.0,45.0,50.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=styt2,hgirg,Yes,W,,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NGVD 29,1394.66,,1394.66 ft,,,8147000.0,1.05,Colorado River (TX)
5327,8147000.0,"Colorado Rv nr San Saba, TX",31.2179,-98.5645,12090201.0,CST,0,cfs,2022-08-14 17:35:00,0.96,ft,2022-08-14 17:35:00,,,0.01,1.05,8147000.0,San Saba,near,Colorado River (TX),snbt2,River Stage/Flow Location,8147000.0,31.217778,98.564167,sjt,wgrfc,tx,,Texas-Gulf Region,CST,No,1096.22 ft,25.0,30.0,34.0,38.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=snbt2,hgirg,Yes,W,,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,USGS,1096.22,,1096.22 ft,,,8154900.0,-0.01,Colorado River (TX)
5342,8154900.0,"LCRA Lk Austin at Austin, TX",30.2941,-97.7851,12090205.0,CST,0,,0000-00-00 00:00:00,491.97,ft,2022-08-14 17:45:00,,,-0.04,-0.01,8154900.0,Lake Austin,at,Colorado River (TX),alkt2,River Stage/Flow Location,8154900.0,30.314928,97.786396,ewx,wgrfc,tx,0.0,Texas-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=alkt2,hpirz,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,,,,,,0 ft,8158000.0,-0.36,Colorado River (TX)
5353,8158000.0,"Colorado Rv at Austin, TX",30.2461,-97.6801,12090205.0,CST,168,cfs,2022-08-14 17:45:00,11.04,ft,2022-08-14 17:45:00,-9.0,-5.08,-0.04,-0.36,8158000.0,Austin,at,Colorado River (TX),acrt2,River Stage/Flow Location,8158000.0,30.246111,97.68,ewx,wgrfc,tx,0.0,Texas-Gulf Region,CST,No,,25.0,33.0,38.0,42.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=acrt2,hgirz,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD 88,391.96,391.96,,,,8159200.0,1.01,Colorado River (TX)
5369,8159200.0,"Colorado Rv at Bastrop, TX",30.1047,-97.3194,12090301.0,CST,612,cfs,2022-08-14 17:40:00,3,ft,2022-08-14 17:40:00,17.0,2.86,0.03,1.01,8159200.0,Bastrop,at,Colorado River (TX),brtt2,River Stage/Flow Location,8159200.0,30.104444,97.319167,ewx,wgrfc,tx,0.0,Texas-Gulf Region,CST,Yes,307.38 ft,14.0,23.0,25.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=brtt2,hgirz,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,307.38,,307.38 ft,,,8159500.0,-0.66,Colorado River (TX)
5370,8159500.0,"Colorado Rv at Smithville, TX",30.0127,-97.1619,12090301.0,CST,531,cfs,2022-08-14 17:10:00,1.5,ft,2022-08-14 17:10:00,-7.0,-1.3,-0.01,-0.66,8159500.0,Smithville,near,Colorado River (TX),smit2,River Stage/Flow Location,8159500.0,30.0125,97.161667,ewx,wgrfc,tx,0.0,Texas-Gulf Region,CST,Yes,270.14 ft,10.0,20.0,23.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=smit2,hgirz,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,270.14,,270.14 ft,,,8160400.0,-0.69,Colorado River (TX)
5371,8160400.0,"Colorado Rv abv La Grange, TX",29.9124,-96.9039,12090301.0,CST,592,cfs,2022-08-14 17:25:00,2.86,ft,2022-08-14 17:25:00,-9.0,-1.5,-0.02,-0.69,8160400.0,La Grange,above,Colorado River (TX),lgrt2,River Stage/Flow Location,8160400.0,29.912222,96.903611,ewx,wgrfc,tx,0.0,Texas-Gulf Region,CST,Yes,210.04 ft,19.0,26.0,32.0,37.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=lgrt2,hgirz,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,210.04,,210.04 ft,,,8161000.0,-0.1,Colorado River (TX)
5373,8161000.0,"Colorado Rv at Columbus, TX",29.7063,-96.5369,12090301.0,CST,623,cfs,2022-08-14 17:15:00,9.63,ft,2022-08-14 17:15:00,-17.0,-2.66,-0.01,-0.1,8161000.0,Columbus,at,Colorado River (TX),cbst2,River Stage/Flow Location,8161000.0,29.706111,96.536667,hgx,wgrfc,tx,89.0,Texas-Gulf Region,CST,Yes,,30.0,34.0,39.0,43.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=cbst2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,145.52,,,,,8162500.0,0.33,Colorado River (TX)
5375,8162500.0,"Colorado Rv nr Bay City, TX",28.9741,-96.0125,12090302.0,CST,2310,cfs,2022-03-26 13:05:00,3.04,ft,2022-08-14 17:15:00,,,0.01,0.33,8162500.0,Bay City,near,Colorado River (TX),bact2,River Stage/Flow Location,8162500.0,28.973889,96.012222,hgx,wgrfc,tx,321.0,Texas-Gulf Region,CST,Yes,,23.0,44.0,45.0,46.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bact2,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,0.0,,,,,12472800.0,8.21,Columbia River
6396,12472800.0,"COLUMBIA RIVER BELOW PRIEST RAPIDS DAM, WA",46.6287,-119.865,17020016.0,PST,156000,cfs,2022-08-14 15:15:00,18.59,ft,2022-08-14 15:15:00,19000.0,13.87,1.41,8.21,12472800.0,Priest Rapids Dam,below,Columbia River,prdw1,River Stage/Flow Location,12472800.0,46.628889,119.863611,otx,nwrfc,wa,0.0,Pacific Northwest Region,PST,No,390 ft,31.0,32.0,33.0,34.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=prdw1,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,390.0,,390 ft,,,14128870.0,6.43,Columbia River
6586,14128870.0,"COLUMBIA RIVER BELOW BONNEVILLE DAM, OR",45.6331,-121.961,17080001.0,PST,0,,0000-00-00 00:00:00,15.57,ft,2022-08-14 15:50:00,,,0.94,6.43,14128870.0,Bonneville Dam,at,Columbia River,bono3,River Stage/Flow Location,14128870.0,45.633079,121.960731,pqr,nwrfc,or,0.0,Pacific Northwest Region,PST,No,0,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=bono3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,0.0,,0,,,14246900.0,63.27,Columbia River
6692,14246900.0,"COLUMBIA RIVER AT PORT WESTWARD, NEAR QUINCY, OR",46.1812,-123.183,17080003.0,PST,22900,cfs,2022-08-14 15:35:00,5.29,ft,2022-08-14 15:40:00,-160100.0,-87.49,2.05,63.27,14246900.0,Port Westward near Clatskanie 5N,at,Columbia River,cbao3,River Stage/Flow Location,14246900.0,46.181221,123.183454,pqr,nwrfc,or,9.0,Pacific Northwest Region,PST,No,-1,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=cbao3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD1929,-1.0,,-1,,,8169000.0,0.86,Comal River
5404,8169000.0,"Comal Rv at New Braunfels, TX",29.7064,-98.1222,12100202.0,CST,111,cfs,2022-08-14 17:45:00,3.53,ft,2022-08-14 17:45:00,6.0,5.71,0.03,0.86,8169000.0,New Braunfels,at,Comal River,nbct2,River Stage/Flow Location,8169000.0,29.705833,98.122222,ewx,wgrfc,tx,,Texas-Gulf Region,CST,No,582.8 ft,9.0,11.0,15.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=nbct2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,582.8,,582.8 ft,,,2176000.0,-1.34,Combahee River
