,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
2009,3112500.0,"OHIO RIVER AT WHEELING, WV",40.0573,-80.7284,5030106.0,EST,0,,0000-00-00 00:00:00,15.98,ft,2022-08-14 18:30:00,,,0.07,0.44,3112500.0,Wheeling,at,Ohio River,wlgw2,River Stage/Flow Location,3112500.0,40.057222,80.728611,pbz,ohrfc,wv,69.0,Ohio Region,EST,No,608.099975585938 ft,26.7,36.0,40.0,42.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=wlgw2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,608.1,607.2,608.099975585938 ft,,,3114280.0,-1.53,Ohio River,jam
2012,3114306.0,"Ohio River above Sardis, OH",39.6303,-80.8747,5030201.0,EST,12500,cfs,2022-08-14 18:45:00,12.27,ft,2022-08-14 18:45:00,-2000.0,-13.79,0.03,0.25,3114306.0,Sardis,above,Ohio River,saro1,River Stage/Flow Location,3114306.0,39.630278,80.874722,pbz,ohrfc,oh,111.0,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=saro1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,,,,,,,3150700.0,-0.43,Ohio River,jam
2151,3201500.0,"OHIO RIVER AT POINT PLEASANT, WV",38.844,-82.1396,5050008.0,EST,0,,0000-00-00 00:00:00,24.98,ft,2022-08-14 18:00:00,,,0.02,0.08,3201500.0,Point Pleasant,at,Ohio River,popw2,River Stage/Flow Location,3201500.0,38.843889,82.139722,rlx,ohrfc,wv,53.0,Ohio Region,EST,No,,38.0,40.0,44.0,48.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=popw2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,513.08,513.08,,,514.1,3206000.0,-0.16,Ohio River,jam
2227,3238000.0,"OHIO RIVER AT MAYSVILLE, KY",38.6841,-83.7839,5090201.0,EST,0,,0000-00-00 00:00:00,34.03,ft,2022-08-14 18:00:00,,,0.03,0.09,3238000.0,Maysville,at,Ohio River,myvk2,River Stage/Flow Location,3238000.0,38.684104,83.783897,iln,ohrfc,ky,161.0,Ohio Region,EST,No,,48.0,50.0,58.0,66.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=myvk2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,450.15,450.15,,,451.50 ft,3255000.0,-0.04,Ohio River,jam
2335,3293551.0,"OHIO R US OF MCALPINE DAM @ RRB AT LOUISVILLE, KY",38.2659,-85.7689,5140101.0,EST,0,,0000-00-00 00:00:00,12.9,ft,2022-08-14 18:00:00,,,0.13,1.02,3293551.0,McAlpine Upper,at,Ohio River,mluk2,River Stage/Flow Location,3293551.0,38.265833,85.768889,lmk,ohrfc,ky,111.0,Ohio Region,EST,No,407.18,21.0,23.0,30.0,38.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=mluk2,hpirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,407.18,,407.18,,408 ft,3294500.0,-1.71,Ohio River,jam
2711,3611000.0,"OHIO RIVER AT PADUCAH, KY",37.0895,-88.5945,5140206.0,CST,0,,0000-00-00 00:00:00,17.49,ft,2022-08-14 17:00:00,,,0.05,0.29,3611000.0,Paducah,at,Ohio River,pahk2,River Stage/Flow Location,3611000.0,37.089444,88.594444,pah,lmrfc,ky,145.0,Ohio Region,CST,No,285.57,32.0,39.0,43.0,52.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=pahk2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,Ohio River Datum,286.26,285.46,285.57,,286.26 ft,3612600.0,-0.14,Ohio River,jam
4444,6918250.0,"Osage River at Taberville, MO",38.0039,-93.9947,10290105.0,CST,1030,cfs,2022-08-14 17:45:00,9.28,ft,2022-08-14 17:45:00,55.0,5.64,0.05,0.54,6918250.0,Taberville,near,Osage River,tbvm7,River Stage/Flow Location,6918250.0,38.003889,93.994722,sgf,mbrfc,mo,185.0,Missouri Region,CST,No,,21.0,23.0,34.0,46.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tbvm7,hgirg,Yes,W,6 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,697.31,697.31,,,,6922440.0,-0.01,Osage River,jam
4463,6922500.0,"Osage River at Warsaw, MO",38.2445,-93.3871,10290109.0,CST,0,,0000-00-00 00:00:00,28.79,ft,2022-08-14 17:45:00,,,0.08,0.28,6922500.0,Warsaw,at,Osage River,wrsm7,River Stage/Flow Location,6922500.0,38.24444,93.38722,sgf,mbrfc,mo,15.0,Missouri Region,CST,No,,0.0,34.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=wrsm7,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,631.06,631.06,,,,6926000.0,-6.44,Osage River,jam
5704,9381800.0,"PARIA RIVER NEAR KANAB, UTAH",37.1075,-111.906,14070007.0,MST,6.96,cfs,2022-08-14 16:10:00,8.56,ft,2022-08-14 16:10:00,6.73,2926.09,0.51,6.34,9381800.0,Kanab,near,Paria River,paku1,River Stage/Flow Location,9381800.0,37.107483,111.90601,slc,cbrfc,ut,25.0,Upper Colorado Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=paku1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,4348.6,,,,,9382000.0,-0.43,Paria River,jam
1768,2479310.0,"PASCAGOULA RIVER AT GRAHAM FERRY, MS",30.6106,-88.6414,3170006.0,CST,9230,cfs,2022-08-14 17:45:00,8.38,ft,2022-08-14 17:45:00,50.0,0.54,0.04,0.48,2479310.0,Graham Ferry,at,Pascagoula River,pgfm6,River Stage/Flow Location,2479310.0,30.610556,88.641389,lix,lmrfc,ms,59.0,South Atlantic-Gulf Region,CST,No,,15.0,16.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=pgfm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,0.0,0 ft,,,,2480212.0,-21.49,Pascagoula River,jam
2563,3376300.0,"PATOKA RIVER AT WINSLOW, IN",38.3803,-87.2167,5120209.0,EST,173,cfs,2022-08-14 17:30:00,8.56,ft,2022-08-14 17:30:00,2.0,1.17,0.01,0.12,3376300.0,Winslow,above,Patoka River,wnsi3,River Stage/Flow Location,3376300.0,38.380278,87.216667,pah,ohrfc,in,125.0,Ohio Region,CST,No,400,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=wnsi3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,400.0,,400,,,3376500.0,-0.5,Patoka River,jam
1394,2294650.0,"PEACE RIVER AT SR 60 AT BARTOW, FL",27.9022,-81.8173,3100101.0,EST,104,cfs,2022-08-14 18:15:00,4.8,ft,2022-08-14 18:15:00,1.0,0.97,0.01,0.21,2294650.0,SR 60 Bartow,at,Peace River (FL),barf1,River Stage/Flow Location,2294650.0,27.901944,81.8175,tbw,serfc,fl,0.0,South Atlantic-Gulf Region,EST,Yes,,7.6,8.0,9.2,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=barf1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,0.0,,,,,2295637.0,-0.18,Peace River (FL),jam
1796,2484650.0,"PEARL RIVER AT RATLIFF`S FERRY NR RATLIFF, MS",32.5942,-89.8406,3180002.0,CST,0,,0000-00-00 00:00:00,297.72,ft,2022-08-14 17:15:00,,,0.03,0.01,2484650.0,Ratliff&#039;s Ferry,at,Pearl River,ratm6,River Stage/Flow Location,2484650.0,32.59416,89.84055,jan,lmrfc,ms,0.0,South Atlantic-Gulf Region,CST,No,0 ft,302.0,303.0,310.0,315.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=ratm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NVGD 29,0.63,,0 ft,,,2485601.0,-0.02,Pearl River,jam
1814,2489000.0,"PEARL RIVER NR COLUMBIA, MS",31.2378,-89.8469,3180004.0,CST,2800,cfs,2022-08-14 17:15:00,2.36,ft,2022-08-14 17:15:00,40.0,1.45,0.04,1.72,2489000.0,Columbia,near,Pearl River,clmm6,River Stage/Flow Location,2489000.0,31.237778,89.846944,jan,lmrfc,ms,91.0,South Atlantic-Gulf Region,CST,No,115.81 ft,16.0,17.0,23.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=clmm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,115.81,,115.81 ft,,,2490200.0,-0.04,Pearl River,jam
1827,2492600.0,"Pearl River at Pearl River, LA",30.3852,-89.7367,3180004.0,CST,0,,0000-00-00 00:00:00,8.86,ft,2022-08-14 17:00:00,,,0.01,0.11,2492600.0,Pearl River,near,Pearl River,perl1,River Stage/Flow Location,2492600.0,30.385,89.736667,lix,lmrfc,la,103.0,South Atlantic-Gulf Region,CST,No,,12.0,14.0,17.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=perl1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,-0.86,-0.86 ft,,,,2492620.0,-0.54,Pearl River,jam
5570,8405200.0,"PECOS RIVER BELOW DARK CANYON AT CARLSBAD, NM",32.4093,-104.215,13060011.0,MST,96.4,cfs,2022-08-14 16:45:00,1.45,ft,2022-08-14 16:45:00,3.6,3.88,0.03,2.11,8405200.0,Carlsbad below Dark Canyon,other,Pecos River,cpdn5,River Stage/Flow Location,8405200.0,32.409167,104.215,maf,wgrfc,nm,15.0,Rio Grande Region,MST,No,3075.19 ft,12.0,14.0,17.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=cpdn5,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,3075.19,,3075.19 ft,,,8407000.0,-0.6,Pecos River,jam
1043,2131000.0,"PEE DEE RIVER AT PEEDEE, SC",34.2043,-79.5484,3040201.0,EST,3040,cfs,2022-08-14 18:00:00,4.73,ft,2022-08-14 18:00:00,150.0,5.19,0.04,0.85,2131000.0,Pee Dee,at,Pee Dee River,pdes1,River Stage/Flow Location,2131000.0,34.204167,79.548611,ilm,serfc,sc,0.0,South Atlantic-Gulf Region,EST,No,,18.0,19.0,23.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=pdes1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,,23.54,,,,24.73 ft,2131210.0,-0.32,Pee Dee River,jam
6334,12395500.0,PEND OREILLE RIVER AT NEWPORT WA,48.1822,-117.034,17010216.0,PST,9490,cfs,2022-08-14 15:15:00,31.65,ft,2022-08-14 15:45:00,-170.0,-1.76,0.01,0.03,12395500.0,Newport,at,Pend Oreille River,atgw1,River Stage/Flow Location,12395500.0,48.182222,117.033333,otx,nwrfc,wa,51.0,Pacific Northwest Region,PST,No,1999.7,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=atgw1,hgirg,Yes,W,25 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29 ,1999.7,,1999.7,,,12396500.0,-0.29,Pend Oreille River,jam
712,1610000.0,"POTOMAC RIVER AT PAW PAW, WV",39.5389,-78.4556,2070003.0,EST,957,cfs,2022-08-14 18:15:00,4.22,ft,2022-08-14 18:15:00,9.33,0.98,0.01,0.24,1610000.0,Paw Paw,at,Potomac River,paww2,Stage/Flow and Precipitation Location,1610000.0,39.538889,78.456389,lwx,marfc,md,1.0,Mid Atlantic Region,EST,No,,22.5,25.0,30.0,37.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=paww2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,487.21,,487.884 ft,,,1618000.0,-0.42,Potomac River,jam
3915,6324500.0,Powder River at Moorhead MT,45.0572,-105.878,10090207.0,MST,52.8,cfs,2022-08-14 16:45:00,2.05,ft,2022-08-14 16:45:00,1.0,1.93,0.01,0.49,6324500.0,Moorhead,at,Powder River (WY-MT),mhdm8,Stage/Flow and Precipitation Location,6324500.0,45.057197,105.878378,byz,mbrfc,mt,75.0,Missouri Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=mhdm8,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,3350.6,,,,3344.6 ft,6326500.0,-4.35,Powder River (WY-MT),jam
244,1387998.0,Ramapo River above dam at Pompton Lakes NJ,40.9928,-74.2789,2030103.0,EST,0,,0000-00-00 00:00:00,10.08,ft,2022-08-14 18:30:00,,,0.02,0.2,1387998.0,Pompton Lakes Dam,at,Ramapo River,plun4,River Stage/Flow Location,1387998.0,40.9925,74.278889,phi,marfc,nj,,Mid Atlantic Region,EST,No,190.96 ft,11.5,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=plun4,hpirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,190.96,,190.96 ft,,,1388000.0,-0.15,Ramapo River,jam
3979,6418800.0,"RAPID CREEK ABOVE WRF NR RAPID CITY, SD",44.0268,-103.101,10120110.0,MST,31.2,cfs,2022-08-14 16:15:00,3.51,ft,2022-08-14 16:15:00,0.9,2.97,0.01,0.29,6418800.0,Water Reclamation Facility near Rapid City,above,Rapid Creek,rcvs2,River Stage/Flow Location,6418800.0,44.026667,103.101111,unr,mbrfc,sd,103.0,Missouri Region,MST,No,,8.0,9.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=rcvs2,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,3003.24,3003.24,,,,6421500.0,-0.18,Rapid Creek,jam
3115,4266500.0,RAQUETTE RIVER AT PIERCEFIELD NY,44.2347,-74.5719,4150305.0,EST,637,cfs,2022-08-14 17:45:00,4.47,ft,2022-08-14 17:45:00,84.0,15.19,0.23,5.42,4266500.0,Piercefield,at,Raquette River,pien6,River Stage/Flow Location,4266500.0,44.234722,74.572222,btv,nerfc,ny,89.0,Great Lakes Region,EST,No,1502.12,9.0,12.5,13.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=pien6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD 1988,1502.03,1502.03,1502.12,,,4267500.0,-1.95,Raquette River,jam
4827,7308500.0,"Red Rv nr Burkburnett, TX",34.1101,-98.5317,11130102.0,CST,3.15,cfs,2022-08-14 17:30:00,2.34,ft,2022-08-14 17:30:00,0.23,7.88,0.01,0.43,7308500.0,Burkburnett,near,Red River,bkbt2,River Stage/Flow Location,7308500.0,34.110093,98.531723,oun,abrfc,tx,485.0,Arkansas-White-Red Region,CST,No,952.57,7.0,9.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=bkbt2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,952.57,,952.57,,,7315500.0,-0.31,Red River,jam
4920,7341500.0,"Red River at Fulton, AR",33.6073,-93.8138,11140201.0,CST,3310,cfs,2022-08-14 17:15:00,-2.42,ft,2022-08-14 17:15:00,-10.0,-0.3,-0.01,0.41,7341500.0,Fulton,at,Red River,flta4,River Stage/Flow Location,7341500.0,33.6073,93.8138,shv,abrfc,ar,57.0,Arkansas-White-Red Region,CST,No,224.94 ft,25.0,27.0,30.0,32.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=flta4,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,224.94,,224.94 ft,,,7348500.0,-0.36,Red River,jam
3227,5070000.0,"RED RIVER OF THE NORTH NEAR THOMPSON, ND",47.7589,-96.944,9020301.0,CST,1290,cfs,2022-08-14 17:15:00,18.22,ft,2022-08-14 17:15:00,10.0,0.78,0.01,0.05,5070000.0,Thompson,near,Red River of the North,tpnn8,River Stage/Flow Location,5070000.0,47.758889,96.943611,fgf,ncrfc,nd,35.0,Souris-Red-Rainy Region,CST,No,779.00 ft,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=tpnn8,hgir2,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,779.8,779.80 ft,779.00 ft,,,5092000.0,-0.08,Red River of the North,jam
1674,2394682.0,"RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA",34.079,-84.8544,3150104.0,EST,0.92,cfs,2022-08-14 18:30:00,0.89,ft,2022-08-14 18:30:00,0.09,10.84,0.01,1.14,2394682.0,Old Dallas Road near Dallas,at,Richland Creek,rcdg1,Stage/Flow and Precipitation Location,2394682.0,34.078972,84.854444,ffc,serfc,ga,223.0,South Atlantic-Gulf Region,EST,No,,6.0,8.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rcdg1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,796.72,,800 ft,,,3431655.0,-0.4,Richland Creek,jam
5523,8286900.0,ABIQUIU RESERVOIR NEAR ABIQUIU N MEX,36.24,-106.429,13020102.0,MST,0,,0000-00-00 00:00:00,196.15,ft,2022-08-14 16:30:00,,,0.01,0.01,8286900.0,Abiquiu Dam,at,Rio Chama,abin5,River Stage/Flow Location,8286900.0,36.24,106.428889,abq,wgrfc,nm,39.0,Rio Grande Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=abin5,hpirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NAD83,,,,,,8290000.0,-0.27,Rio Chama,jam
5541,8359500.0,"RIO GRANDE AT NARROWS IN ELEPHANT BUTTE RES., NM",33.3862,-107.163,13020211.0,MST,508,cfs,2022-08-14 16:15:00,6.64,ft,2022-08-14 16:15:00,5.0,0.99,0.01,0.15,8359500.0,The Narrows in Elephant Butte Lake,at,Rio Grande,ebnn5,River Stage/Flow Location,8359500.0,33.383616,107.162746,epz,wgrfc,nm,51.0,Rio Grande Region,MST,No,4363.63,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=ebnn5,hgirg,Yes,W,3 Feet,Data Point,No,No,Yes,U.S. Geological Survey,No,No,,,,NGVD29,,,4363.63,,,8361000.0,-0.31,Rio Grande,jam
5543,8364000.0,"RIO GRANDE AT EL PASO, TX",31.8029,-106.541,13030102.0,MST,688,cfs,2022-08-14 16:00:00,3.88,ft,2022-08-14 16:00:00,29.0,4.4,0.06,1.57,8364000.0,El Paso (Courchesne Bridge),at,Rio Grande,eprt2,River Stage/Flow Location,8364000.0,31.80319,106.54131,epz,wgrfc,tx,141.0,Rio Grande Region,MST,No,,7.5,8.5,9.5,11.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=eprt2,hgirg,Yes,W,2.05 Feet,Year-round,Yes,No,Yes,IBWC-US Section,No,No,,,,NGVD 1929,3722.3,,,,,8374550.0,-0.45,Rio Grande,jam
887,2054500.0,"ROANOKE RIVER AT LAFAYETTE, VA",37.2365,-80.2092,3010101.0,EST,69.3,cfs,2022-08-14 18:50:00,1.65,ft,2022-08-14 18:50:00,1.8,2.67,0.01,0.61,2054500.0,Lafayette,at,Roanoke River,laav2,River Stage/Flow Location,2054500.0,37.236389,80.209444,rnk,serfc,va,121.0,South Atlantic-Gulf Region,EST,No,,6.0,8.0,11.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=laav2,hgirg,Yes,W,,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD1929,1174.47,,,,,2054750.0,-0.23,Roanoke River,jam
921,2079500.0,"ROANOKE RIVER AT BUGGS ISLAND, VA",36.6032,-78.2978,3010106.0,EST,0,,0000-00-00 00:00:00,3.55,ft,2022-08-14 18:15:00,,,0.2,5.97,2079500.0,BUGGS ISLAND,at,Roanoke River,bugv2,River Stage/Flow Location,2079500.0,36.603056,78.298056,akq,serfc,va,117.0,South Atlantic-Gulf Region,EST,No,196.72,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=bugv2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,196.72,,196.72,,,2080500.0,-19.49,Roanoke River,jam
924,2081000.0,"ROANOKE RIVER NEAR SCOTLAND NECK, NC",36.2092,-77.3839,3010107.0,EST,0,,0000-00-00 00:00:00,5.98,ft,2022-08-14 18:00:00,,,0.05,0.84,2081000.0,Scotland Neck,near,Roanoke River,scon7,River Stage/Flow Location,2081000.0,36.209167,77.383889,rah,serfc,nc,83.0,South Atlantic-Gulf Region,EST,No,,28.0,28.0,31.0,34.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=scon7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,4.85,4.85,,,,2081028.0,-1.21,Roanoke River,jam
3445,5437610.0,"ROCK RIVER AT LATHAM PARK, IL",42.3689,-89.0586,7090005.0,CST,0,,0000-00-00 00:00:00,6.96,ft,2022-08-14 16:30:00,,,0.01,0.14,5437610.0,Latham Park,at,Rock River,lati2,River Stage/Flow Location,5437610.0,42.368633,89.057261,lot,ncrfc,il,201.0,Upper Mississippi Region,CST,No,,8.0,9.0,11.0,13.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=lati2,hgirg,Yes,W,2.5 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,698.74,698.74,,,,5437645.0,-1.77,Rock River,jam
3457,5446500.0,"ROCK RIVER NEAR JOSLIN, IL",41.5561,-90.1853,7090005.0,CST,11200,cfs,2022-08-14 16:45:00,8.91,ft,2022-08-14 16:45:00,100.0,0.9,0.04,0.45,5446500.0,Joslin,near,Rock River,josi2,River Stage/Flow Location,5446500.0,41.556111,90.185278,dvn,ncrfc,il,161.0,Upper Mississippi Region,CST,No,564.06 ft,11.0,12.0,14.0,16.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=josi2,hgirg,Yes,W,-9999 Feet,Summer-only,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,564.06,563.74 ft,564.06 ft,,,6483290.0,-0.14,Rock River,jam
991,2101726.0,"ROCKY R AT US 64 NEAR SILER CITY, NC",35.7351,-79.4231,3030003.0,EST,4.12,cfs,2022-08-14 18:30:00,2.08,ft,2022-08-14 18:30:00,0.27,7.01,0.01,0.48,2101726.0,Siler City,at,Rocky River ,slcn7,River Stage/Flow Location,2101726.0,35.73514,79.42307,rah,serfc,nc,37.0,South Atlantic-Gulf Region,EST,No,,16.0,20.0,32.0,36.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=slcn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,482.9,482.9,,,,4201500.0,-0.28,Rocky River ,jam
6134,11463500.0,RUSSIAN R A GEYSERVILLE CA,38.7127,-122.896,18010110.0,PST,35.4,cfs,2022-08-14 15:15:00,23.33,ft,2022-08-14 15:15:00,1.0,2.91,0.01,0.04,11463500.0,Geyserville,at,Russian River,geyc1,River Stage/Flow Location,11463500.0,38.712687,122.89583,mtr,cnrfc,ca,97.0,California Region,PST,No,190 ft,38.0,39.7,46.0,50.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=geyc1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,190.0,,190 ft,,,11463980.0,-0.17,Russian River,jam
6138,11464000.0,RUSSIAN R NR HEALDSBURG CA,38.6132,-122.836,18010110.0,PST,26.3,cfs,2022-08-14 15:45:00,-0.79,ft,2022-08-14 15:45:00,-0.5,-1.87,-0.01,1.28,11464000.0,Healdsburg,near,Russian River,heac1,River Stage/Flow Location,11464000.0,38.613242,122.836382,mtr,cnrfc,ca,97.0,California Region,PST,No,77.01 ft,20.0,23.0,27.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=heac1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,77.01,,77.01 ft,,,11467002.0,-0.13,Russian River,jam
5066,8022040.0,"Sabine Rv nr Beckville, TX",32.3285,-94.3538,12010002.0,CST,117,cfs,2022-08-14 17:45:00,6.61,ft,2022-08-14 17:45:00,1.0,0.87,0.01,0.15,8022040.0,Beckville,near,Sabine River,bekt2,River Stage/Flow Location,8022040.0,32.327222,94.353333,shv,wgrfc,tx,365.0,Texas-Gulf Region,CST,No,190 ft,25.5,26.0,30.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=bekt2,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,190.0,,190 ft,,,8022500.0,-0.05,Sabine River,jam
